cnpj,uf,produto,fonte_de_recurso_desembolsos,setor_bndes,natureza_do_cliente,tipo_de_garantia,valor_desembolsado_ajustado,processos,prazo_amortizacao_meses,cluster
08.048.772/0001-05,GO,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,90707733.0,190.0,78.0,0
08.056.257/0001-77,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,123886930.0,539.0,99.5,0
08.070.508/0001-78,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,1049575400.0,10624.0,97.86486486486487,0
08.070.566/0001-00,GO,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,1414420135.0,4257.0,98.15,0
08.079.290/0001-12,MT,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,44158896.0,406.0,120.0,2
08.091.102/0001-71,RJ,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,22735511.0,1.0,39.375,2
08.110.543/0001-73,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,309018169.0,947.0,64.66666666666667,0
08.195.806/0001-94,GO,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,127489075.0,1285.0,96.0,0
08.196.233/0001-13,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,98401966.0,1936.0,84.0,0
08.215.996/0001-64,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,251874548.0,1.0,84.0,1
08.219.477/0001-74,MA,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,1019847937.0,76.0,111.4,0
08.220.101/0001-80,PE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PÚBLICA INDIRETA,REAL / PESSOAL,969752821.0,381.0,115.5,0
08.232.879/0001-09,IE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,77089214.0,1.0,111.0,1
08.236.381/0001-14,MA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,66715430.0,25.0,96.0,1
08.241.739/0001-05,RN,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO ESTADUAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",108419857.0,10624.0,96.0,0
08.274.591/0001-05,GO,BNDES EMPRÉSTIMO PONTE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,302596983.0,159.0,84.5,0
08.304.706/0001-59,RS,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,100067607.0,193.0,96.0,0
08.310.839/0001-38,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,1414420135.0,1.0,108.25,1
08.322.396/0001-03,GO,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,466060447.0,2024.0,102.69767441860465,0
08.323.866/0001-45,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,68763692.0,256.0,78.0,2
08.324.196/0001-81,RN,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,718036301.0,1.0,67.28205128205128,1
08.334.818/0001-52,BA,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,97037724.0,659.0,48.0,2
08.376.900/0001-40,RJ,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,"REAL / PESSOAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",1124681598.0,132.0,180.43478260869566,0
08.402.943/0001-52,RN,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,27000506.0,2854.0,57.6,2
08.439.659/0001-50,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,960484672.0,223.0,162.58064516129033,0
08.448.356/0001-02,PI,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,78885630.0,1.0,168.0,1
08.473.312/0001-24,SC,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,8375537.0,118.0,102.0,2
08.493.354/0001-27,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,168424291.0,1305.0,81.36,0
08.522.820/0001-55,SP,BNDES FINEM,RECURSOS LIVRES,AGROPECUARIA,PRIVADA             ,REAL,60588801.0,2620.0,54.0,0
08.528.337/0001-88,PE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,36895304.0,779.0,114.0,2
08.532.971/0001-94,IE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,178592675.0,48.0,168.0,1
08.533.006/0001-36,IE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,128880798.0,25.0,168.0,1
08.542.325/0001-08,SC,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,84133240.0,12.0,160.0,1
08.580.534/0001-46,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,77571053.0,69.0,168.0,1
08.583.456/0001-33,IE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,250624043.0,46.0,141.6,1
08.596.628/0001-03,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,87297646.0,1.0,132.0,1
08.598.391/0001-08,IE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,549477214.0,1155.0,83.875,0
08.600.252/0001-63,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,49101764.0,29.0,141.66666666666666,1
08.614.277/0001-16,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,164407347.0,1085.0,89.05263157894737,0
08.619.844/0001-27,GO,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,675070065.0,705.0,90.9,0
08.623.970/0001-55,RS,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,"PESSOAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",34112395.0,1625.0,107.53846153846153,2
08.624.273/0001-19,CE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,55722707.0,3.0,192.0,1
08.626.861/0001-91,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,115561587.0,14.0,168.0,1
08.629.553/0001-10,CE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,79507005.0,41.0,192.0,1
08.630.227/0001-22,SP,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,"REAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",109153246.0,1.0,128.0,1
08.635.011/0001-50,IE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,87718912.0,1.0,130.0,1
08.657.268/0001-02,SP,BNDES FINEM,RECURSOS LIVRES,AGROPECUARIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,154315332.0,148.0,99.0,0
08.669.153/0001-38,MG,BNDES FINEM,RECURSOS LIVRES,AGROPECUARIA,PRIVADA             ,PESSOAL,24587657.0,24.0,24.0,2
08.673.932/0001-07,PR,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,17766688.0,207.0,90.0,2
08.689.024/0001-01,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,456363743.0,1080.0,64.8,0
08.701.973/0001-60,CE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,85212075.0,47.0,192.0,1
08.703.867/0001-15,MT,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,103321891.0,18.0,146.0,1
08.704.527/0001-09,GO,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,30065946.0,360.0,66.0,2
08.718.886/0001-15,RJ,BNDES FINEM,RECURSOS VINCULADOS,INDUSTRIA,PRIVADA             ,"REAL / PESSOAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",317727441.0,471.0,1.0,0
08.720.135/0001-33,SC,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,118651650.0,28.0,135.0,1
08.720.143/0001-80,SC,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,129154441.0,18.0,135.0,1
08.720.312/0001-81,SC,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,125827973.0,23.0,135.0,1
08.720.322/0001-17,SC,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,96552304.0,1.0,135.0,1
08.720.339/0001-74,SC,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,45127217.0,18.0,135.0,1
08.722.898/0001-13,SC,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,130157205.0,24.0,135.0,1
08.723.006/0001-07,SC,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,27243163.0,17.0,135.0,1
08.723.018/0001-23,SC,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,126402512.0,20.0,135.0,1
08.723.030/0001-38,SC,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,121196479.0,27.0,135.0,1
08.723.060/0001-44,SC,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,12352715.0,20.0,135.0,1
08.747.075/0001-42,BA,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,111587693.0,21.0,168.0,1
08.768.414/0001-77,MT,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,511895942.0,41.0,152.0,0
08.774.784/0001-17,RJ,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,"REAL / PESSOAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",291600923.0,18.0,115.0,1
08.778.180/0001-49,RJ,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,88025654.0,55.0,78.0,2
08.778.326/0001-56,PB,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO MUNICIPAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",18878929.0,10624.0,90.0,2
08.791.234/0001-06,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,131793532.0,9.0,162.0,1
08.793.343/0001-62,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,348017997.0,1.0,73.41176470588235,1
08.806.925/0001-36,PR,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,46880062.0,1.0,130.0,1
08.807.676/0001-01,RJ,BNDES EMPRÉSTIMO PONTE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,1414420135.0,251.0,84.5,0
08.809.288/0001-51,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,7856220.0,195.0,87.0,2
08.811.226/0001-84,PB,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,17457381.0,598.0,12.0,2
08.826.596/0001-95,PB,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,45954329.0,1427.0,61.46153846153846,2
08.851.565/0001-94,GO,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,46158856.0,18.0,177.6,1
08.862.530/0001-50,IE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,7856220.0,493.0,72.0,2
08.906.558/0001-42,MS,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,478529175.0,6.0,89.22222222222223,1
08.933.585/0001-04,SC,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,77249706.0,6.0,183.0,1
08.933.597/0001-39,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,79333231.0,15.0,168.0,1
08.944.243/0001-90,ES,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,83703551.0,20.0,168.0,1
08.944.802/0001-61,PB,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,16116451.0,539.0,48.0,2
08.951.677/0001-17,IE,BNDES FINEM,RECURSOS LIVRES,AGROPECUARIA,PRIVADA             ,PESSOAL,10508762.0,1.0,54.0,2
08.976.022/0001-01,TO,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,1080679059.0,368.0,190.5,0
08.976.495/0001-09,CE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,1414420135.0,1.0,168.0,1
08.979.772/0001-29,MG,BNDES FINEM,RECURSOS LIVRES,AGROPECUARIA,PRIVADA             ,PESSOAL,85217173.0,1.0,29.142857142857142,2
09.017.802/0001-89,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,1230121724.0,1.0,69.15789473684211,1
09.020.211/0001-60,MT,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,49348067.0,49.0,240.0,1
09.024.809/0001-28,IE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,48176284.0,8.0,147.66666666666666,1
09.029.666/0001-47,RO,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,1414420135.0,2398.0,229.33333333333334,0
09.039.338/0001-21,MG,BNDES FINEM,RECURSOS LIVRES,AGROPECUARIA,PRIVADA             ,PESSOAL,7856220.0,8.0,24.0,2
09.043.782/0001-10,ES,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,240616546.0,42.0,162.0,1
09.074.183/0001-64,SP,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,COMPROMISSO DE DESEMPENHO FINANCEIRO ('COVENANTS'),256708848.0,970.0,144.0,0
09.076.938/0001-60,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,54355501.0,35.0,168.0,1
09.076.941/0001-83,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,44324321.0,1.0,168.0,1
09.076.970/0001-45,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,38368438.0,7.0,168.0,1
09.076.988/0001-47,SC,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,49876127.0,14.0,168.0,1
09.078.935/0001-65,SC,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,"REAL / PESSOAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",1169008283.0,80.0,184.60194174757282,0
09.079.069/0001-27,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,29455264.0,11.0,168.0,1
09.079.118/0001-21,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,38907167.0,34.0,168.0,1
09.079.142/0001-60,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,75738851.0,33.0,168.0,1
09.095.183/0001-40,PB,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,249998705.0,5746.0,64.04347826086956,0
09.096.120/0001-09,CE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,88342128.0,10.0,192.0,1
09.096.163/0001-94,SC,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,21715991.0,55.0,156.0,1
09.100.671/0001-07,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,94836935.0,13.0,49.2,2
09.112.489/0001-68,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,222070384.0,1065.0,24.0,0
09.119.054/0001-45,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,32055670.0,10.0,168.0,1
09.123.654/0001-87,PB,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PÚBLICA INDIRETA,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",61568103.0,6016.0,90.0,0
09.136.819/0001-55,PR,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,378270764.0,32.0,192.0,1
09.165.098/0001-01,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,71382219.0,5.0,153.0,1
09.191.336/0001-53,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,1325855355.0,1.0,185.8,1
09.195.493/0001-37,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,"PESSOAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",37008023.0,607.0,84.0,2
09.196.223/0001-40,RS,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,46391000.0,1367.0,192.0,1
09.199.572/0001-16,RS,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,97850781.0,13.0,153.0,1
09.199.579/0001-38,RS,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,65041933.0,1.0,180.0,1
09.199.675/0001-86,RS,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,94150395.0,28.0,240.0,1
09.217.210/0001-00,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,52812258.0,10.0,117.0,1
09.252.423/0001-73,CE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,72682760.0,85.0,192.0,1
09.259.407/0001-02,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,63733161.0,28.0,152.0,1
09.263.541/0001-87,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,25724166.0,20.0,104.0,2
09.265.464/0001-02,CE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,74839441.0,1.0,192.0,1
09.270.654/0001-00,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,88505924.0,29.0,144.0,1
09.283.886/0001-00,CE,BNDES PROJECT FINANCE,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,32674590.0,1.0,192.0,1
09.296.166/0001-71,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,80280256.0,383.0,180.0,0
09.296.295/0001-60,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,245484166.0,10624.0,177.0,0
09.296.683/0001-40,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,28614766.0,400.0,84.0,2
09.308.773/0001-04,RJ,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,45587638.0,390.0,60.0,2
09.313.969/0001-97,SC,BNDES EMPRÉSTIMO PONTE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,899085847.0,2967.0,54.583333333333336,0
09.324.949/0001-11,RJ,BNDES EMPRÉSTIMO PONTE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,901366209.0,2446.0,66.8,0
09.325.109/0001-73,PR,BNDES EMPRÉSTIMO PONTE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,482493205.0,1185.0,100.5,0
09.326.342/0001-70,MG,BNDES EMPRÉSTIMO PONTE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,998083599.0,186.0,73.66666666666667,0
09.333.996/0001-21,IE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,632588724.0,238.0,162.0,0
09.336.431/0001-06,SP,BNDES EMPRÉSTIMO PONTE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,1414420135.0,95.0,70.27272727272727,0
09.391.823/0001-60,RO,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,1414420135.0,7627.0,210.06666666666666,0
09.395.349/0001-44,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,158095637.0,13.0,136.0,1
09.414.761/0001-64,RJ,BNDES EMPRÉSTIMO PONTE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,335971969.0,2155.0,83.625,0
09.425.611/0001-56,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,402462373.0,1.0,110.0,1
09.509.052/0001-62,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,88931758.0,32.0,174.0,1
09.509.535/0001-67,CE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,1414420135.0,798.0,124.0,0
09.538.454/0001-95,SP,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,"PESSOAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",304279032.0,1.0,147.0,1
09.538.958/0001-05,MS,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,47458340.0,1082.0,54.0,2
09.538.989/0001-66,MS,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,432931202.0,541.0,93.28571428571429,0
09.541.336/0001-36,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,79982135.0,13.0,116.0,1
09.551.294/0001-14,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,82101334.0,9.0,240.0,1
09.571.485/0001-48,CE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,58730445.0,4.0,192.0,1
09.584.854/0001-37,IE,BNDES EMPRÉSTIMO PONTE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,636020941.0,217.0,74.33333333333333,0
09.584.935/0001-37,IE,BNDES EMPRÉSTIMO PONTE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,1414420135.0,171.0,104.07692307692308,0
09.591.395/0001-19,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,8613786.0,3.0,144.0,1
09.601.233/0001-14,CE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,33342709.0,5.0,192.0,1
09.608.924/0001-40,RO,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,69094452.0,1.0,60.0,1
09.618.374/0001-40,RS,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,15060470.0,6.0,166.0,1
09.625.321/0001-56,IE,BNDES EMPRÉSTIMO PONTE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,1225090231.0,942.0,96.5,0
09.665.342/0001-03,RN,BNDES EMPRÉSTIMO PONTE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,98298346.0,4.0,96.5,1
