cnpj,uf,produto,fonte_de_recurso_desembolsos,setor_bndes,natureza_do_cliente,tipo_de_garantia,valor_desembolsado_ajustado,processos,prazo_amortizacao_meses,cluster
24.263.209/0001-06,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,67722872.0,5.0,192.0,1
24.263.234/0001-90,BA,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,79070926.0,7.0,189.0,1
24.263.248/0001-03,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,71276642.0,5.0,192.0,1
24.263.276/0001-20,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,76573774.0,4.0,192.0,1
24.263.312/0001-56,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,73891685.0,6.0,192.0,1
24.269.508/0001-58,PE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,7856220.0,11.0,60.0,2
24.325.076/0001-55,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,72550638.0,5.0,192.0,1
24.325.137/0001-84,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,61889318.0,1.0,192.0,1
24.380.578/0001-89,PE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,7856220.0,829.0,42.0,2
24.440.015/0001-39,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,62628249.0,1.0,212.0,1
24.440.032/0001-76,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,62628249.0,1.0,212.0,1
24.443.608/0001-59,RJ,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,85638804.0,109.0,42.0,2
24.554.306/0001-58,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,28582512.0,18.0,78.0,2
24.624.490/0001-65,IE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,1035226053.0,435.0,168.0,0
24.691.572/0001-22,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,43906331.0,1.0,247.0,1
24.875.996/0001-47,MT,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,363009664.0,114.0,168.0,0
24.876.026/0001-66,MT,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,92295051.0,18.0,168.0,1
24.905.442/0001-45,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,45837559.0,4.0,168.0,1
24.962.466/0001-36,MT,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,1414420135.0,1898.0,130.5,0
24.996.969/0001-22,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO MUNICIPAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",82332803.0,10624.0,138.0,0
25.094.744/0001-43,MT,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,14279759.0,6.0,144.0,1
25.201.024/0001-30,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,63652093.0,1.0,156.0,1
25.224.614/0001-88,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,97179720.0,25.0,180.0,1
25.278.404/0001-72,SP,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,158047578.0,221.0,90.0,0
25.331.521/0001-52,ES,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,39898392.0,1020.0,52.8,2
25.582.727/0001-55,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,7856220.0,191.0,36.0,2
25.859.018/0001-74,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,7856220.0,133.0,60.0,2
26.845.173/0001-02,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,127092650.0,103.0,245.0,1
26.845.393/0001-28,IE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,251031413.0,315.0,245.0,1
26.885.182/0001-19,IE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,152747562.0,14.0,256.0,1
26.896.005/0001-38,RN,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,199537696.0,145.0,251.0,1
27.059.460/0001-41,RS,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,593237502.0,367.0,200.0,0
27.080.530/0001-43,ES,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO ESTADUAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",141121809.0,10624.0,84.0,0
27.093.940/0001-29,PR,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,175530399.0,250.0,246.0,1
27.142.058/0001-26,ES,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO MUNICIPAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",33288786.0,10624.0,84.0,2
27.165.554/0001-03,ES,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO MUNICIPAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",24482158.0,1.0,84.0,1
27.165.588/0001-90,ES,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO MUNICIPAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",22720652.0,1.0,90.0,1
27.174.093/0001-27,ES,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO MUNICIPAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",22992074.0,10085.0,84.0,2
27.515.154/0001-72,BA,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,SEM REGISTRO DE GARANTIA,237135305.0,460.0,25.5,0
27.596.568/0001-73,RJ,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,"REAL / PESSOAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",112476031.0,151.0,216.0,1
27.844.178/0001-75,SC,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,239722055.0,1.0,268.0,1
27.847.022/0001-48,RO,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,134372973.0,87.0,240.0,1
27.847.973/0001-17,IE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,89937765.0,2.0,248.0,1
28.019.100/0001-89,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,509996868.0,227.0,279.0,1
28.144.326/0001-01,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,54235410.0,46.0,109.2,1
28.151.363/0001-47,ES,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PÚBLICA INDIRETA,"COMPROMISSO DE DESEMPENHO FINANCEIRO ('COVENANTS') / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",102376144.0,2791.0,137.4,0
28.152.650/0001-71,ES,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,971661946.0,4582.0,63.416666666666664,0
28.277.411/0001-48,SP,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,22978507.0,1.0,72.0,2
28.443.567/0001-51,IE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,154679111.0,15.0,243.0,1
28.443.625/0001-47,IE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,80601179.0,1.0,250.0,1
28.622.744/0001-67,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,18047724.0,494.0,12.0,2
28.823.805/0001-54,IE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,13269194.0,669.0,60.0,2
28.910.529/0001-61,RJ,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,430441460.0,439.0,88.0,0
29.411.968/0001-92,IE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,214515909.0,56.0,259.0,1
29.506.474/0001-91,IE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,62388800.0,473.0,57.0,2
29.510.765/0001-53,RS,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,88417338.0,191.0,52.285714285714285,2
29.667.227/0001-77,IE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,49873652.0,617.0,48.0,2
29.785.870/0001-03,GO,BNDES FINEM,RECURSOS ESTATUTÁRIOS,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,94715804.0,82.0,62.4,2
29.884.534/0001-00,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,501513254.0,2.0,246.0,1
30.039.570/0001-56,PB,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,24243856.0,1.0,246.0,1
30.039.714/0001-74,PB,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,15636605.0,5.0,246.0,1
30.040.812/0001-21,PB,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,21776167.0,1.0,246.0,1
30.061.007/0001-84,PB,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,25756502.0,1.0,246.0,1
30.062.989/0001-29,PB,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,7856220.0,1.0,246.0,1
30.265.100/0001-00,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,70792789.0,35.0,255.0,1
31.109.398/0001-22,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,7856220.0,1.0,156.0,1
31.512.705/0001-11,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,46184888.0,1.0,273.0,1
31.533.486/0001-57,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,57314335.0,1.0,273.0,1
31.534.389/0001-89,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,61765353.0,1.0,273.0,1
31.858.600/0001-19,PR,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,21360936.0,1.0,156.0,1
32.398.119/0001-50,RS,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,448146264.0,9.0,253.0,1
33.000.118/0001-79,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,"PESSOAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",1414420135.0,10624.0,70.8,0
33.000.167/0001-01,PE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PÚBLICA INDIRETA,PESSOAL,1414420135.0,10624.0,98.2,0
33.039.223/0001-11,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,92904665.0,10.0,66.0,2
33.040.635/0001-71,RJ,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,7856220.0,78.0,36.0,2
33.042.730/0001-04,RJ,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL,1414420135.0,8935.0,75.32,0
33.050.071/0001-58,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,1414420135.0,10624.0,63.6271186440678,0
33.050.196/0001-88,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,1414420135.0,10624.0,75.55072463768116,0
33.055.732/0001-38,RJ,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,44285809.0,286.0,81.33333333333333,2
33.065.681/0001-25,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL,80136960.0,5.0,66.0,2
33.131.541/0001-08,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,148276748.0,868.0,57.0,0
33.346.586/0001-08,BA,BNDES LIMITE DE CRÉDITO,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,7856220.0,94.0,60.0,2
33.390.170/0001-89,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,495206141.0,1108.0,65.875,0
33.402.939/0001-31,ES,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,7856220.0,10.0,227.0,1
33.417.445/0001-20,IE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,342898125.0,381.0,60.0,0
33.453.598/0001-23,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,68040974.0,6847.0,72.0,0
33.541.368/0001-16,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PÚBLICA INDIRETA,REAL,1414420135.0,6920.0,123.88888888888889,0
33.592.510/0001-54,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,1414420135.0,10624.0,128.71604938271605,0
33.611.500/0001-19,RS,BNDES LIMITE DE CRÉDITO,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,135811622.0,10624.0,60.0,0
33.644.865/0001-40,RJ,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,276831333.0,1399.0,116.76470588235294,0
33.813.452/0001-41,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,14197087.0,1121.0,37.0,2
33.909.508/0001-66,RJ,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,11325331.0,608.0,60.0,2
33.920.299/0001-51,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,82258070.0,833.0,72.0,0
33.931.486/0001-30,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,353052252.0,2641.0,65.77777777777777,0
33.938.119/0001-69,RJ,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,637616285.0,10624.0,56.172413793103445,0
33.958.695/0001-78,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL,236334881.0,349.0,52.94117647058823,0
35.637.796/0001-72,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,178800726.0,18.0,132.85714285714286,1
35.820.448/0001-36,SC,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,253919595.0,8086.0,42.94736842105263,0
36.858.967/0001-56,GO,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,12907886.0,58.0,48.0,2
38.889.564/0001-08,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,17290305.0,215.0,60.0,2
39.115.514/0001-28,MS,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,150446822.0,1158.0,96.0,0
39.383.138/0001-52,RJ,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,PESSOAL,128773827.0,55.0,169.33333333333334,1
40.263.170/0001-83,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,174091325.0,1.0,85.0909090909091,1
40.551.996/0001-48,BA,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,1414420135.0,2505.0,45.1764705882353,0
40.561.649/0001-04,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,92395996.0,68.0,90.0,0
40.796.989/0001-06,RN,BNDES FINEM,RECURSOS LIVRES,AGROPECUARIA,PRIVADA             ,REAL / PESSOAL,7856220.0,32.0,74.0,2
41.212.366/0001-01,PB,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,11900516.0,20.0,60.0,2
41.556.044/0001-80,CE,BNDES FINEM,RECURSOS LIVRES,AGROPECUARIA,PRIVADA             ,REAL / PESSOAL,7856220.0,1.0,78.0,2
41.757.527/0001-42,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,132666933.0,943.0,53.142857142857146,0
42.150.391/0001-70,BA,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL,1414420135.0,10624.0,62.644067796610166,0
42.184.226/0001-30,GO,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,1414420135.0,1062.0,72.0,0
42.276.907/0001-28,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,1133079686.0,724.0,95.53333333333333,0
42.278.291/0001-24,RJ,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,REAL,1076165735.0,1313.0,228.39285714285714,0
42.416.651/0001-07,MG,OUTROS,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,1414420135.0,1007.0,68.54081632653062,0
42.424.267/0001-56,RJ,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,7856220.0,83.0,12.0,2
42.487.983/0001-82,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,164177887.0,330.0,101.58333333333333,0
42.498.600/0001-71,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO ESTADUAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",1414420135.0,10624.0,224.72727272727272,0
42.498.733/0001-48,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO MUNICIPAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",1414420135.0,7689.0,151.5,0
42.540.211/0001-67,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PÚBLICA INDIRETA,REAL / PESSOAL,1414420135.0,1919.0,139.5,0
42.564.807/0001-05,RJ,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,162130356.0,207.0,54.0,0
42.566.752/0001-64,SC,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,38165611.0,808.0,64.4,2
43.059.559/0001-08,IE,BNDES LIMITE DE CRÉDITO,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,85048813.0,8.0,39.0,2
43.185.362/0001-07,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,218706477.0,1331.0,18.0,0
43.218.296/0001-24,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL,58984698.0,168.0,80.0,2
43.238.138/0001-36,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,36678722.0,621.0,15.0,2
43.443.043/0001-54,PR,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,18939530.0,225.0,60.0,2
43.545.284/0001-04,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,24760403.0,33.0,90.0,2
43.776.517/0001-80,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PÚBLICA INDIRETA,DEFINIDA PELO AGENTE FINANCEIRO,1414420135.0,10624.0,99.19626168224299,0
43.816.719/0001-08,PR,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,13517524.0,20.0,12.0,2
43.932.102/0001-58,SP,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,65776875.0,2508.0,48.0,0
43.960.335/0001-64,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,95687893.0,1386.0,81.52941176470588,0
44.145.845/0001-40,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,126450277.0,927.0,59.45454545454545,0
44.330.975/0001-53,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,247594215.0,273.0,67.8,0
44.373.108/0001-03,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,684990243.0,1877.0,90.51428571428572,0
44.477.909/0001-00,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO MUNICIPAL,"COMPROMISSO DE DESEMPENHO FINANCEIRO ('COVENANTS') / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",36889761.0,1937.0,72.0,2
44.734.671/0001-51,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,66257956.0,1375.0,56.0,2
44.836.856/0001-77,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,94054368.0,8.0,97.66666666666667,1
44.870.939/0001-82,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,"REAL / PESSOAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",76365955.0,1.0,81.0,1
44.944.668/0001-62,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,7856220.0,264.0,60.0,2
44.952.703/0001-95,RS,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,37321863.0,1.0,81.0,1
44.983.435/0001-79,RS,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,28440795.0,362.0,84.0,2
45.070.190/0001-51,SC,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,345033529.0,1.0,48.04,1
45.256.997/0001-83,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,43556323.0,662.0,77.14285714285714,2
45.358.249/0001-01,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO MUNICIPAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",8090199.0,9338.0,96.0,2
45.365.558/0001-09,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,16334107.0,69.0,204.0,1
45.483.450/0001-10,SP,BNDES FINEM,RECURSOS LIVRES,AGROPECUARIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,134218122.0,344.0,41.0,0
45.631.926/0001-13,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,181821770.0,722.0,58.90909090909091,0
45.661.048/0001-89,MT,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,448656462.0,95.0,62.0,0
45.777.166/0001-57,PR,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,108838235.0,190.0,72.0,0
45.898.574/0001-67,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,36184378.0,1.0,114.0,1
45.989.050/0001-81,SC,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,276410532.0,518.0,80.0,0
45.990.181/0001-89,PR,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,245896719.0,4980.0,42.75,0
46.025.722/0001-00,PR,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,23925260.0,820.0,68.4,2
46.177.531/0001-55,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO MUNICIPAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",136215156.0,95.0,84.0,0
46.188.199/0001-24,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,7856220.0,331.0,60.0,2
46.201.083/0001-88,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,142851517.0,36.0,63.225806451612904,0
